price_id,price_date,region,market_price_per_mwh
P00748,2024-09-06,Scotland,68.14
P00749,2024-09-06,England,70.44
P00750,2024-09-06,Wales,86.42
P00751,2024-09-07,Scotland,82.53
P00752,2024-09-07,England,87.01
P00753,2024-09-07,Wales,62.71
P00754,2024-09-08,Scotland,66.49
P00755,2024-09-08,England,76.09
P00756,2024-09-08,Wales,60.78
P00757,2024-09-09,Scotland,70.76
P00758,2024-09-09,England,69.52
P00759,2024-09-09,Wales,69.68
P00760,2024-09-10,Scotland,73.63
P00761,2024-09-10,England,74.59
P00762,2024-09-10,Wales,71.13
P00763,2024-09-11,Scotland,80.41
P00764,2024-09-11,England,72.86
P00765,2024-09-11,Wales,64.73
P00766,2024-09-12,Scotland,78.46
P00767,2024-09-12,England,78.33
P00768,2024-09-12,Wales,78.44
P00769,2024-09-13,Scotland,75.44
P00770,2024-09-13,England,83.75
P00771,2024-09-13,Wales,66.27
P00772,2024-09-14,Scotland,79.22
P00773,2024-09-14,England,80.41
P00774,2024-09-14,Wales,78.0
P00775,2024-09-15,Scotland,86.27
P00776,2024-09-15,England,80.56
P00777,2024-09-15,Wales,67.77
P00778,2024-09-16,Scotland,76.76
P00779,2024-09-16,England,69.99
P00780,2024-09-16,Wales,85.52
P00781,2024-09-17,Scotland,88.67
P00782,2024-09-17,England,76.08
P00783,2024-09-17,Wales,85.97
P00784,2024-09-18,Scotland,80.64
P00785,2024-09-18,England,80.33
P00786,2024-09-18,Wales,68.16
P00787,2024-09-19,Scotland,88.98
P00788,2024-09-19,England,91.04
P00789,2024-09-19,Wales,62.88
P00790,2024-09-20,Scotland,72.3
P00791,2024-09-20,England,77.69
P00792,2024-09-20,Wales,67.99
P00793,2024-09-21,Scotland,80.88
P00794,2024-09-21,England,68.59
P00795,2024-09-21,Wales,82.41
P00796,2024-09-22,Scotland,72.69
P00797,2024-09-22,England,68.22
P00798,2024-09-22,Wales,83.36
P00799,2024-09-23,Scotland,83.01
P00800,2024-09-23,England,94.29
P00801,2024-09-23,Wales,84.59
P00802,2024-09-24,Scotland,82.12
P00803,2024-09-24,England,90.49
P00804,2024-09-24,Wales,84.38
P00805,2024-09-25,Scotland,82.95
P00806,2024-09-25,England,74.21
P00807,2024-09-25,Wales,81.65
P00808,2024-09-26,Scotland,67.91
P00809,2024-09-26,England,73.13
P00810,2024-09-26,Wales,66.77
P00811,2024-09-27,Scotland,82.4
P00812,2024-09-27,England,88.72
P00813,2024-09-27,Wales,78.38
P00814,2024-09-28,Scotland,65.69
P00815,2024-09-28,England,70.62
P00816,2024-09-28,Wales,76.94
P00817,2024-09-29,Scotland,63.06
P00818,2024-09-29,England,89.29
P00819,2024-09-29,Wales,60.9
P00820,2024-09-30,Scotland,71.85
P00821,2024-09-30,England,71.55
P00822,2024-09-30,Wales,84.56
P00823,2024-10-01,Scotland,70.82
P00824,2024-10-01,England,79.22
P00825,2024-10-01,Wales,65.42
P00826,2024-10-02,Scotland,83.24
P00827,2024-10-02,England,91.66
P00828,2024-10-02,Wales,69.88
P00829,2024-10-03,Scotland,75.55
P00830,2024-10-03,England,75.36
P00831,2024-10-03,Wales,64.44
P00832,2024-10-04,Scotland,86.68
P00833,2024-10-04,England,93.49
P00834,2024-10-04,Wales,86.12
P00835,2024-10-05,Scotland,69.97
P00836,2024-10-05,England,91.5
P00837,2024-10-05,Wales,81.71
P00838,2024-10-06,Scotland,74.64
P00839,2024-10-06,England,70.03
P00840,2024-10-06,Wales,80.36
P00841,2024-10-07,Scotland,68.09
P00842,2024-10-07,England,86.26
P00843,2024-10-07,Wales,78.21
P00844,2024-10-08,Scotland,72.73
P00845,2024-10-08,England,90.84
P00846,2024-10-08,Wales,75.05
P00847,2024-10-09,Scotland,64.44
P00848,2024-10-09,England,78.65
P00849,2024-10-09,Wales,67.14
P00850,2024-10-10,Scotland,65.34
P00851,2024-10-10,England,77.95
P00852,2024-10-10,Wales,80.22
P00853,2024-10-11,Scotland,69.08
P00854,2024-10-11,England,78.29
P00855,2024-10-11,Wales,77.24
P00856,2024-10-12,Scotland,72.03
P00857,2024-10-12,England,86.22
P00858,2024-10-12,Wales,72.73
P00859,2024-10-13,Scotland,78.73
P00860,2024-10-13,England,93.47
P00861,2024-10-13,Wales,68.86
P00862,2024-10-14,Scotland,78.47
P00863,2024-10-14,England,85.49
P00864,2024-10-14,Wales,77.16
P00865,2024-10-15,Scotland,74.54
P00866,2024-10-15,England,86.93
P00867,2024-10-15,Wales,77.53
P00868,2024-10-16,Scotland,65.15
P00869,2024-10-16,England,69.22
P00870,2024-10-16,Wales,61.0
P00871,2024-10-17,Scotland,88.89
P00872,2024-10-17,England,71.14
P00873,2024-10-17,Wales,66.34
P00874,2024-10-18,Scotland,76.51
P00875,2024-10-18,England,78.49
P00876,2024-10-18,Wales,70.02
P00877,2024-10-19,Scotland,87.63
P00878,2024-10-19,England,86.81
P00879,2024-10-19,Wales,74.59
P00880,2024-10-20,Scotland,77.86
P00881,2024-10-20,England,87.62
P00882,2024-10-20,Wales,83.91
P00883,2024-10-21,Scotland,79.68
P00884,2024-10-21,England,90.51
P00885,2024-10-21,Wales,76.62
P00886,2024-10-22,Scotland,87.35
P00887,2024-10-22,England,75.55
P00888,2024-10-22,Wales,78.64
P00889,2024-10-23,Scotland,67.87
P00890,2024-10-23,England,80.01
P00891,2024-10-23,Wales,66.38
P00892,2024-10-24,Scotland,71.79
P00893,2024-10-24,England,94.49
P00894,2024-10-24,Wales,69.92
P00895,2024-10-25,Scotland,86.35
P00896,2024-10-25,England,85.41
P00897,2024-10-25,Wales,61.63
P00898,2024-10-26,Scotland,69.45
P00899,2024-10-26,England,94.14
P00900,2024-10-26,Wales,85.62
P00901,2024-10-27,Scotland,84.25
P00902,2024-10-27,England,70.48
P00903,2024-10-27,Wales,65.73
P00904,2024-10-28,Scotland,79.27
P00905,2024-10-28,England,94.22
P00906,2024-10-28,Wales,61.37
P00907,2024-10-29,Scotland,71.0
P00908,2024-10-29,England,94.7
P00909,2024-10-29,Wales,81.25
P00910,2024-10-30,Scotland,67.54
P00911,2024-10-30,England,90.41
P00912,2024-10-30,Wales,74.96
P00913,2024-10-31,Scotland,77.83
P00914,2024-10-31,England,89.95
P00915,2024-10-31,Wales,66.29
P00916,2024-11-01,Scotland,88.91
P00917,2024-11-01,England,95.29
P00918,2024-11-01,Wales,82.09
P00919,2024-11-02,Scotland,75.49
P00920,2024-11-02,England,100.57
P00921,2024-11-02,Wales,92.66
P00922,2024-11-03,Scotland,82.59
P00923,2024-11-03,England,95.56
P00924,2024-11-03,Wales,68.97
P00925,2024-11-04,Scotland,91.39
P00926,2024-11-04,England,77.56
P00927,2024-11-04,Wales,75.67
P00928,2024-11-05,Scotland,89.29
P00929,2024-11-05,England,89.9
P00930,2024-11-05,Wales,66.43
P00931,2024-11-06,Scotland,75.16
P00932,2024-11-06,England,77.42
P00933,2024-11-06,Wales,77.37
P00934,2024-11-07,Scotland,71.07
P00935,2024-11-07,England,75.72
P00936,2024-11-07,Wales,78.1
P00937,2024-11-08,Scotland,77.78
P00938,2024-11-08,England,90.03
P00939,2024-11-08,Wales,78.2
P00940,2024-11-09,Scotland,73.98
P00941,2024-11-09,England,90.61
P00942,2024-11-09,Wales,85.64
P00943,2024-11-10,Scotland,92.54
P00944,2024-11-10,England,91.79
P00945,2024-11-10,Wales,74.14
P00946,2024-11-11,Scotland,85.37
P00947,2024-11-11,England,74.84
P00948,2024-11-11,Wales,92.96
P00949,2024-11-12,Scotland,90.88
P00950,2024-11-12,England,85.51
P00951,2024-11-12,Wales,68.91
P00952,2024-11-13,Scotland,87.23
P00953,2024-11-13,England,85.98
P00954,2024-11-13,Wales,90.28
P00955,2024-11-14,Scotland,76.7
P00956,2024-11-14,England,78.01
P00957,2024-11-14,Wales,69.41
P00958,2024-11-15,Scotland,84.86
P00959,2024-11-15,England,89.8
P00960,2024-11-15,Wales,85.23
P00961,2024-11-16,Scotland,78.28
P00962,2024-11-16,England,90.13
P00963,2024-11-16,Wales,73.96
P00964,2024-11-17,Scotland,81.65
P00965,2024-11-17,England,85.62
P00966,2024-11-17,Wales,87.41
P00967,2024-11-18,Scotland,71.09
P00968,2024-11-18,England,91.68
P00969,2024-11-18,Wales,89.7
P00970,2024-11-19,Scotland,82.89
P00971,2024-11-19,England,97.37
P00972,2024-11-19,Wales,77.61
P00973,2024-11-20,Scotland,91.98
P00974,2024-11-20,England,85.17
P00975,2024-11-20,Wales,88.34
P00976,2024-11-21,Scotland,78.77
P00977,2024-11-21,England,93.7
P00978,2024-11-21,Wales,74.44
P00979,2024-11-22,Scotland,76.44
P00980,2024-11-22,England,80.88
P00981,2024-11-22,Wales,91.75
P00982,2024-11-23,Scotland,86.54
P00983,2024-11-23,England,86.81
P00984,2024-11-23,Wales,68.46
P00985,2024-11-24,Scotland,70.3
P00986,2024-11-24,England,85.66
P00987,2024-11-24,Wales,86.1
P00988,2024-11-25,Scotland,78.06
P00989,2024-11-25,England,77.51
P00990,2024-11-25,Wales,67.62
P00991,2024-11-26,Scotland,93.83
P00992,2024-11-26,England,89.17
P00993,2024-11-26,Wales,84.09
P00994,2024-11-27,Scotland,79.09
P00995,2024-11-27,England,97.59
P00996,2024-11-27,Wales,91.41
P00997,2024-11-28,Scotland,79.42
P00998,2024-11-28,England,98.73
P00999,2024-11-28,Wales,67.39
P01000,2024-11-29,Scotland,75.77
P01001,2024-11-29,England,82.44
P01002,2024-11-29,Wales,68.8
P01003,2024-11-30,Scotland,81.7
P01004,2024-11-30,England,78.18
P01005,2024-11-30,Wales,79.02
P01006,2024-12-01,Scotland,90.88
P01007,2024-12-01,England,83.45
P01008,2024-12-01,Wales,81.02
P01009,2024-12-02,Scotland,71.1
P01010,2024-12-02,England,81.52
P01011,2024-12-02,Wales,72.11
P01012,2024-12-03,Scotland,79.59
P01013,2024-12-03,England,89.15
P01014,2024-12-03,Wales,86.72
P01015,2024-12-04,Scotland,84.79
P01016,2024-12-04,England,92.22
P01017,2024-12-04,Wales,81.03
P01018,2024-12-05,Scotland,84.44
P01019,2024-12-05,England,91.76
P01020,2024-12-05,Wales,84.72
P01021,2024-12-06,Scotland,68.78
P01022,2024-12-06,England,81.38
P01023,2024-12-06,Wales,86.59
P01024,2024-12-07,Scotland,92.88
P01025,2024-12-07,England,83.48
P01026,2024-12-07,Wales,70.9
P01027,2024-12-08,Scotland,71.87
P01028,2024-12-08,England,91.75
P01029,2024-12-08,Wales,67.88
P01030,2024-12-09,Scotland,88.01
P01031,2024-12-09,England,100.24
P01032,2024-12-09,Wales,68.48
P01033,2024-12-10,Scotland,82.32
P01034,2024-12-10,England,84.16
P01035,2024-12-10,Wales,78.25
P01036,2024-12-11,Scotland,72.25
P01037,2024-12-11,England,82.41
P01038,2024-12-11,Wales,74.76
P01039,2024-12-12,Scotland,93.42
P01040,2024-12-12,England,90.1
P01041,2024-12-12,Wales,89.85
P01042,2024-12-13,Scotland,72.2
P01043,2024-12-13,England,94.37
P01044,2024-12-13,Wales,67.34
P01045,2024-12-14,Scotland,70.2
P01046,2024-12-14,England,85.96
P01047,2024-12-14,Wales,77.45
P01048,2024-12-15,Scotland,84.39
P01049,2024-12-15,England,85.18
P01050,2024-12-15,Wales,71.82
P01051,2024-12-16,Scotland,81.83
P01052,2024-12-16,England,83.32
P01053,2024-12-16,Wales,68.99
P01054,2024-12-17,Scotland,86.31
P01055,2024-12-17,England,90.01
P01056,2024-12-17,Wales,80.23
P01057,2024-12-18,Scotland,76.33
P01058,2024-12-18,England,79.95
P01059,2024-12-18,Wales,92.58
P01060,2024-12-19,Scotland,69.48
P01061,2024-12-19,England,79.52
P01062,2024-12-19,Wales,91.52
P01063,2024-12-20,Scotland,88.72
P01064,2024-12-20,England,94.63
P01065,2024-12-20,Wales,73.82
P01066,2024-12-21,Scotland,71.24
P01067,2024-12-21,England,87.43
P01068,2024-12-21,Wales,77.63
P01069,2024-12-22,Scotland,71.49
P01070,2024-12-22,England,88.38
P01071,2024-12-22,Wales,72.21
P01072,2024-12-23,Scotland,83.09
P01073,2024-12-23,England,92.04
P01074,2024-12-23,Wales,75.56
P01075,2024-12-24,Scotland,78.72
P01076,2024-12-24,England,94.04
P01077,2024-12-24,Wales,77.78
P01078,2024-12-25,Scotland,80.41
P01079,2024-12-25,England,76.1
P01080,2024-12-25,Wales,74.45
P01081,2024-12-26,Scotland,79.59
P01082,2024-12-26,England,84.92
P01083,2024-12-26,Wales,83.28
P01084,2024-12-27,Scotland,75.82
P01085,2024-12-27,England,84.94
P01086,2024-12-27,Wales,92.09
P01087,2024-12-28,Scotland,72.64
P01088,2024-12-28,England,99.59
P01089,2024-12-28,Wales,78.42
P01090,2024-12-29,Scotland,86.62
P01091,2024-12-29,England,83.77
P01092,2024-12-29,Wales,77.79
P01093,2024-12-30,Scotland,70.86
P01094,2024-12-30,England,85.76
P01095,2024-12-30,Wales,76.81
P01096,2024-12-31,Scotland,70.12
P01097,2024-12-31,England,97.5
P01098,2024-12-31,Wales,86.14
