generation_id,asset_id,site_id,generation_date,energy_mwh,expected_energy_mwh,availability_percent,downtime_hours
G0001225,A00101,S001,2024-06-02,99.89,100.69,100.0,0
G0001226,A00102,S001,2024-06-02,99.35,100.69,100.0,0
G0001227,A00103,S001,2024-06-02,80.43,100.69,100.0,0
G0001228,A00104,S001,2024-06-02,100.96,100.69,100.0,0
G0001229,A00105,S001,2024-06-02,101.21,100.69,100.0,0
G0001230,A00106,S001,2024-06-02,78.14,100.69,83.33,4
G0001231,A00107,S001,2024-06-02,100.64,100.69,100.0,0
G0001232,A00108,S001,2024-06-02,101.4,100.69,100.0,0
G0001233,A00101,S001,2024-06-03,53.42,51.85,100.0,0
G0001234,A00102,S001,2024-06-03,53.61,51.85,100.0,0
G0001235,A00103,S001,2024-06-03,51.0,51.85,100.0,0
G0001236,A00104,S001,2024-06-03,50.73,51.85,100.0,0
G0001237,A00105,S001,2024-06-03,53.22,51.85,100.0,0
G0001238,A00106,S001,2024-06-03,52.7,51.85,100.0,0
G0001239,A00107,S001,2024-06-03,52.79,51.85,100.0,0
G0001240,A00108,S001,2024-06-03,48.19,51.85,100.0,0
G0001241,A00101,S001,2024-06-04,179.55,179.89,100.0,0
G0001242,A00102,S001,2024-06-04,178.08,179.89,100.0,0
G0001243,A00103,S001,2024-06-04,171.03,179.89,95.83,1
G0001244,A00104,S001,2024-06-04,170.65,179.89,95.83,1
G0001245,A00105,S001,2024-06-04,178.78,179.89,100.0,0
G0001246,A00106,S001,2024-06-04,178.07,179.89,100.0,0
G0001247,A00107,S001,2024-06-04,180.65,179.89,100.0,0
G0001248,A00108,S001,2024-06-04,181.59,179.89,100.0,0
G0001249,A00101,S001,2024-06-05,39.3,37.52,100.0,0
G0001250,A00102,S001,2024-06-05,38.04,37.52,100.0,0
G0001251,A00103,S001,2024-06-05,33.56,37.52,91.67,2
G0001252,A00104,S001,2024-06-05,35.91,37.52,100.0,0
G0001253,A00105,S001,2024-06-05,38.91,37.52,100.0,0
G0001254,A00106,S001,2024-06-05,36.5,37.52,100.0,0
G0001255,A00107,S001,2024-06-05,35.86,37.52,100.0,0
G0001256,A00108,S001,2024-06-05,38.18,37.52,100.0,0
G0001257,A00101,S001,2024-06-06,182.92,183.08,100.0,0
G0001258,A00102,S001,2024-06-06,181.2,183.08,100.0,0
G0001259,A00103,S001,2024-06-06,184.86,183.08,100.0,0
G0001260,A00104,S001,2024-06-06,117.66,183.08,100.0,0
G0001261,A00105,S001,2024-06-06,183.65,183.08,100.0,0
G0001262,A00106,S001,2024-06-06,183.94,183.08,100.0,0
G0001263,A00107,S001,2024-06-06,182.69,183.08,100.0,0
G0001264,A00108,S001,2024-06-06,184.05,183.08,100.0,0
G0001265,A00101,S001,2024-06-07,275.65,276.83,100.0,0
G0001266,A00102,S001,2024-06-07,277.62,276.83,100.0,0
G0001267,A00103,S001,2024-06-07,275.62,276.83,100.0,0
G0001268,A00104,S001,2024-06-07,277.73,276.83,100.0,0
G0001269,A00105,S001,2024-06-07,179.08,276.83,100.0,0
G0001270,A00106,S001,2024-06-07,277.86,276.83,100.0,0
G0001271,A00107,S001,2024-06-07,277.2,276.83,100.0,0
G0001272,A00108,S001,2024-06-07,278.78,276.83,100.0,0
G0001273,A00101,S001,2024-06-08,287.2,288.7,100.0,0
G0001274,A00102,S001,2024-06-08,290.63,288.7,100.0,0
G0001275,A00103,S001,2024-06-08,194.04,288.7,66.67,8
G0001276,A00104,S001,2024-06-08,288.1,288.7,100.0,0
G0001277,A00105,S001,2024-06-08,289.39,288.7,100.0,0
G0001278,A00106,S001,2024-06-08,288.01,288.7,100.0,0
G0001279,A00107,S001,2024-06-08,287.09,288.7,100.0,0
G0001280,A00108,S001,2024-06-08,286.95,288.7,100.0,0
G0001281,A00101,S001,2024-06-09,84.04,84.46,100.0,0
G0001282,A00102,S001,2024-06-09,84.22,84.46,100.0,0
G0001283,A00103,S001,2024-06-09,68.86,84.46,100.0,0
G0001284,A00104,S001,2024-06-09,82.98,84.46,100.0,0
G0001285,A00105,S001,2024-06-09,79.79,84.46,95.83,1
G0001286,A00106,S001,2024-06-09,67.05,84.46,100.0,0
G0001287,A00107,S001,2024-06-09,82.95,84.46,100.0,0
G0001288,A00108,S001,2024-06-09,83.95,84.46,100.0,0
G0001289,A00101,S001,2024-06-10,144.19,142.61,100.0,0
G0001290,A00102,S001,2024-06-10,142.57,142.61,100.0,0
G0001291,A00103,S001,2024-06-10,130.87,142.61,100.0,0
G0001292,A00104,S001,2024-06-10,132.33,142.61,100.0,0
G0001293,A00105,S001,2024-06-10,143.66,142.61,100.0,0
G0001294,A00106,S001,2024-06-10,142.41,142.61,100.0,0
G0001295,A00107,S001,2024-06-10,143.27,142.61,100.0,0
G0001296,A00108,S001,2024-06-10,142.78,142.61,100.0,0
G0001297,A00101,S001,2024-06-11,340.15,338.96,100.0,0
G0001298,A00102,S001,2024-06-11,339.2,338.96,100.0,0
G0001299,A00103,S001,2024-06-11,337.18,338.96,100.0,0
G0001300,A00104,S001,2024-06-11,340.55,338.96,100.0,0
G0001301,A00105,S001,2024-06-11,308.79,338.96,91.67,2
G0001302,A00106,S001,2024-06-11,340.51,338.96,100.0,0
G0001303,A00107,S001,2024-06-11,338.57,338.96,100.0,0
G0001304,A00108,S001,2024-06-11,324.59,338.96,95.83,1
G0001305,A00101,S001,2024-06-12,243.05,244.47,100.0,0
G0001306,A00102,S001,2024-06-12,244.1,244.47,100.0,0
G0001307,A00103,S001,2024-06-12,242.58,244.47,100.0,0
G0001308,A00104,S001,2024-06-12,244.12,244.47,100.0,0
G0001309,A00105,S001,2024-06-12,223.4,244.47,100.0,0
G0001310,A00106,S001,2024-06-12,244.44,244.47,100.0,0
G0001311,A00107,S001,2024-06-12,242.72,244.47,100.0,0
G0001312,A00108,S001,2024-06-12,244.1,244.47,100.0,0
G0001313,A00101,S001,2024-06-13,250.87,249.73,100.0,0
G0001314,A00102,S001,2024-06-13,250.27,249.73,100.0,0
G0001315,A00103,S001,2024-06-13,210.05,249.73,83.33,4
G0001316,A00104,S001,2024-06-13,251.37,249.73,100.0,0
G0001317,A00105,S001,2024-06-13,251.04,249.73,100.0,0
G0001318,A00106,S001,2024-06-13,209.84,249.73,83.33,4
G0001319,A00107,S001,2024-06-13,229.27,249.73,100.0,0
G0001320,A00108,S001,2024-06-13,249.77,249.73,100.0,0
G0001321,A00101,S001,2024-06-14,171.68,171.46,100.0,0
G0001322,A00102,S001,2024-06-14,173.29,171.46,100.0,0
G0001323,A00103,S001,2024-06-14,170.5,171.46,100.0,0
G0001324,A00104,S001,2024-06-14,173.39,171.46,100.0,0
G0001325,A00105,S001,2024-06-14,169.52,171.46,100.0,0
G0001326,A00106,S001,2024-06-14,171.36,171.46,100.0,0
G0001327,A00107,S001,2024-06-14,173.04,171.46,100.0,0
G0001328,A00108,S001,2024-06-14,172.61,171.46,100.0,0
G0001329,A00101,S001,2024-06-15,206.19,204.94,100.0,0
G0001330,A00102,S001,2024-06-15,206.01,204.94,100.0,0
G0001331,A00103,S001,2024-06-15,206.68,204.94,100.0,0
G0001332,A00104,S001,2024-06-15,204.06,204.94,100.0,0
G0001333,A00105,S001,2024-06-15,205.39,204.94,100.0,0
G0001334,A00106,S001,2024-06-15,204.91,204.94,100.0,0
G0001335,A00107,S001,2024-06-15,189.37,204.94,100.0,0
G0001336,A00108,S001,2024-06-15,188.12,204.94,100.0,0
G0001337,A00101,S001,2024-06-16,85.89,85.63,100.0,0
G0001338,A00102,S001,2024-06-16,84.67,85.63,100.0,0
G0001339,A00103,S001,2024-06-16,86.76,85.63,100.0,0
G0001340,A00104,S001,2024-06-16,56.43,85.63,100.0,0
G0001341,A00105,S001,2024-06-16,85.45,85.63,100.0,0
G0001342,A00106,S001,2024-06-16,66.71,85.63,100.0,0
G0001343,A00107,S001,2024-06-16,54.76,85.63,100.0,0
G0001344,A00108,S001,2024-06-16,86.67,85.63,100.0,0
G0001345,A00101,S001,2024-06-17,192.86,194.54,100.0,0
G0001346,A00102,S001,2024-06-17,196.45,194.54,100.0,0
G0001347,A00103,S001,2024-06-17,193.19,194.54,100.0,0
G0001348,A00104,S001,2024-06-17,194.46,194.54,100.0,0
G0001349,A00105,S001,2024-06-17,193.87,194.54,100.0,0
G0001350,A00106,S001,2024-06-17,193.9,194.54,100.0,0
G0001351,A00107,S001,2024-06-17,196.31,194.54,100.0,0
G0001352,A00108,S001,2024-06-17,195.04,194.54,100.0,0
G0001353,A00101,S001,2024-06-18,212.88,214.37,100.0,0
G0001354,A00102,S001,2024-06-18,214.87,214.37,100.0,0
G0001355,A00103,S001,2024-06-18,213.55,214.37,100.0,0
G0001356,A00104,S001,2024-06-18,213.3,214.37,100.0,0
G0001357,A00105,S001,2024-06-18,213.9,214.37,100.0,0
G0001358,A00106,S001,2024-06-18,204.79,214.37,95.83,1
G0001359,A00107,S001,2024-06-18,213.68,214.37,100.0,0
G0001360,A00108,S001,2024-06-18,212.64,214.37,100.0,0
G0001361,A00101,S001,2024-06-19,231.71,231.93,100.0,0
G0001362,A00102,S001,2024-06-19,231.17,231.93,100.0,0
G0001363,A00103,S001,2024-06-19,192.52,231.93,83.33,4
G0001364,A00104,S001,2024-06-19,231.16,231.93,100.0,0
G0001365,A00105,S001,2024-06-19,232.27,231.93,100.0,0
G0001366,A00106,S001,2024-06-19,233.27,231.93,100.0,0
G0001367,A00107,S001,2024-06-19,230.73,231.93,100.0,0
G0001368,A00108,S001,2024-06-19,232.6,231.93,100.0,0
G0001369,A00101,S001,2024-06-20,284.67,342.0,83.33,4
G0001370,A00102,S001,2024-06-20,340.17,342.0,100.0,0
G0001371,A00103,S001,2024-06-20,340.92,342.0,100.0,0
G0001372,A00104,S001,2024-06-20,343.81,342.0,100.0,0
G0001373,A00105,S001,2024-06-20,340.74,342.0,100.0,0
G0001374,A00106,S001,2024-06-20,340.12,342.0,100.0,0
G0001375,A00107,S001,2024-06-20,342.34,342.0,100.0,0
G0001376,A00108,S001,2024-06-20,340.79,342.0,100.0,0
G0001377,A00101,S001,2024-06-21,331.63,330.26,100.0,0
G0001378,A00102,S001,2024-06-21,329.77,330.26,100.0,0
G0001379,A00103,S001,2024-06-21,263.43,330.26,100.0,0
G0001380,A00104,S001,2024-06-21,332.02,330.26,100.0,0
G0001381,A00105,S001,2024-06-21,153.43,330.26,50.0,12
G0001382,A00106,S001,2024-06-21,265.39,330.26,100.0,0
G0001383,A00107,S001,2024-06-21,330.66,330.26,100.0,0
G0001384,A00108,S001,2024-06-21,330.72,330.26,100.0,0
G0001385,A00101,S001,2024-06-22,41.88,44.0,100.0,0
G0001386,A00102,S001,2024-06-22,40.49,44.0,95.83,1
G0001387,A00103,S001,2024-06-22,44.03,44.0,100.0,0
G0001388,A00104,S001,2024-06-22,43.99,44.0,100.0,0
G0001389,A00105,S001,2024-06-22,44.78,44.0,100.0,0
G0001390,A00106,S001,2024-06-22,43.6,44.0,100.0,0
G0001391,A00107,S001,2024-06-22,42.88,44.0,100.0,0
G0001392,A00108,S001,2024-06-22,41.39,44.0,95.83,1
G0001393,A00101,S001,2024-06-23,25.78,26.01,100.0,0
G0001394,A00102,S001,2024-06-23,26.49,26.01,100.0,0
G0001395,A00103,S001,2024-06-23,27.22,26.01,100.0,0
G0001396,A00104,S001,2024-06-23,24.94,26.01,100.0,0
G0001397,A00105,S001,2024-06-23,27.38,26.01,100.0,0
G0001398,A00106,S001,2024-06-23,27.71,26.01,100.0,0
G0001399,A00107,S001,2024-06-23,24.81,26.01,100.0,0
G0001400,A00108,S001,2024-06-23,27.27,26.01,100.0,0
G0001401,A00101,S001,2024-06-24,157.73,156.08,100.0,0
G0001402,A00102,S001,2024-06-24,156.4,156.08,100.0,0
G0001403,A00103,S001,2024-06-24,157.12,156.08,100.0,0
G0001404,A00104,S001,2024-06-24,157.08,156.08,100.0,0
G0001405,A00105,S001,2024-06-24,157.11,156.08,100.0,0
G0001406,A00106,S001,2024-06-24,155.33,156.08,100.0,0
G0001407,A00107,S001,2024-06-24,154.92,156.08,100.0,0
G0001408,A00108,S001,2024-06-24,156.39,156.08,100.0,0
G0001409,A00101,S001,2024-06-25,195.53,194.78,100.0,0
G0001410,A00102,S001,2024-06-25,194.09,194.78,100.0,0
G0001411,A00103,S001,2024-06-25,154.44,194.78,100.0,0
G0001412,A00104,S001,2024-06-25,195.2,194.78,100.0,0
G0001413,A00105,S001,2024-06-25,120.15,194.78,95.83,1
G0001414,A00106,S001,2024-06-25,193.22,194.78,100.0,0
G0001415,A00107,S001,2024-06-25,177.57,194.78,100.0,0
G0001416,A00108,S001,2024-06-25,195.54,194.78,100.0,0
G0001417,A00101,S001,2024-06-26,194.86,196.58,100.0,0
G0001418,A00102,S001,2024-06-26,198.02,196.58,100.0,0
G0001419,A00103,S001,2024-06-26,196.73,196.58,100.0,0
G0001420,A00104,S001,2024-06-26,158.73,196.58,100.0,0
G0001421,A00105,S001,2024-06-26,197.42,196.58,100.0,0
G0001422,A00106,S001,2024-06-26,157.62,196.58,100.0,0
G0001423,A00107,S001,2024-06-26,194.61,196.58,100.0,0
G0001424,A00108,S001,2024-06-26,197.81,196.58,100.0,0
G0001425,A00101,S001,2024-06-27,343.52,342.0,100.0,0
G0001426,A00102,S001,2024-06-27,341.19,342.0,100.0,0
G0001427,A00103,S001,2024-06-27,341.0,342.0,100.0,0
G0001428,A00104,S001,2024-06-27,343.64,342.0,100.0,0
G0001429,A00105,S001,2024-06-27,343.78,342.0,100.0,0
G0001430,A00106,S001,2024-06-27,328.26,342.0,95.83,1
G0001431,A00107,S001,2024-06-27,314.39,342.0,91.67,2
G0001432,A00108,S001,2024-06-27,222.51,342.0,100.0,0
G0001433,A00101,S001,2024-06-28,227.8,227.78,100.0,0
G0001434,A00102,S001,2024-06-28,228.78,227.78,100.0,0
G0001435,A00103,S001,2024-06-28,209.14,227.78,100.0,0
G0001436,A00104,S001,2024-06-28,226.11,227.78,100.0,0
G0001437,A00105,S001,2024-06-28,227.66,227.78,100.0,0
G0001438,A00106,S001,2024-06-28,209.98,227.78,100.0,0
G0001439,A00107,S001,2024-06-28,226.45,227.78,100.0,0
G0001440,A00108,S001,2024-06-28,227.54,227.78,100.0,0
G0001441,A00101,S001,2024-06-29,134.37,134.28,100.0,0
G0001442,A00102,S001,2024-06-29,135.04,134.28,100.0,0
G0001443,A00103,S001,2024-06-29,133.79,134.28,100.0,0
G0001444,A00104,S001,2024-06-29,122.33,134.28,100.0,0
G0001445,A00105,S001,2024-06-29,135.56,134.28,100.0,0
G0001446,A00106,S001,2024-06-29,105.81,134.28,100.0,0
G0001447,A00107,S001,2024-06-29,132.45,134.28,100.0,0
G0001448,A00108,S001,2024-06-29,134.78,134.28,100.0,0
G0001449,A00101,S001,2024-06-30,289.45,291.39,100.0,0
G0001450,A00102,S001,2024-06-30,290.27,291.39,100.0,0
G0001451,A00103,S001,2024-06-30,289.57,291.39,100.0,0
G0001452,A00104,S001,2024-06-30,291.39,291.39,100.0,0
G0001453,A00105,S001,2024-06-30,293.08,291.39,100.0,0
G0001454,A00106,S001,2024-06-30,290.69,291.39,100.0,0
G0001455,A00107,S001,2024-06-30,234.2,291.39,100.0,0
G0001456,A00108,S001,2024-06-30,292.14,291.39,100.0,0
G0001457,A00101,S001,2024-07-01,162.21,161.25,100.0,0
G0001458,A00102,S001,2024-07-01,159.33,161.25,100.0,0
G0001459,A00103,S001,2024-07-01,160.96,161.25,100.0,0
G0001460,A00104,S001,2024-07-01,161.24,161.25,100.0,0
G0001461,A00105,S001,2024-07-01,160.2,161.25,100.0,0
G0001462,A00106,S001,2024-07-01,109.01,161.25,66.67,8
G0001463,A00107,S001,2024-07-01,159.41,161.25,100.0,0
G0001464,A00108,S001,2024-07-01,162.25,161.25,100.0,0
G0001465,A00101,S001,2024-07-02,102.69,170.32,91.67,2
G0001466,A00102,S001,2024-07-02,156.78,170.32,100.0,0
G0001467,A00103,S001,2024-07-02,170.29,170.32,100.0,0
G0001468,A00104,S001,2024-07-02,112.46,170.32,100.0,0
G0001469,A00105,S001,2024-07-02,171.5,170.32,100.0,0
G0001470,A00106,S001,2024-07-02,170.19,170.32,100.0,0
G0001471,A00107,S001,2024-07-02,170.74,170.32,100.0,0
G0001472,A00108,S001,2024-07-02,135.06,170.32,100.0,0
G0001473,A00101,S001,2024-07-03,18.44,18.0,100.0,0
G0001474,A00102,S001,2024-07-03,14.33,18.0,100.0,0
G0001475,A00103,S001,2024-07-03,19.63,18.0,100.0,0
G0001476,A00104,S001,2024-07-03,16.7,18.0,100.0,0
G0001477,A00105,S001,2024-07-03,18.25,18.0,100.0,0
G0001478,A00106,S001,2024-07-03,16.78,18.0,100.0,0
G0001479,A00107,S001,2024-07-03,17.48,18.0,100.0,0
G0001480,A00108,S001,2024-07-03,17.58,18.0,100.0,0
G0001481,A00101,S001,2024-07-04,72.64,119.03,95.83,1
G0001482,A00102,S001,2024-07-04,120.85,119.03,100.0,0
G0001483,A00103,S001,2024-07-04,119.86,119.03,100.0,0
G0001484,A00104,S001,2024-07-04,118.57,119.03,100.0,0
G0001485,A00105,S001,2024-07-04,120.71,119.03,100.0,0
G0001486,A00106,S001,2024-07-04,119.69,119.03,100.0,0
G0001487,A00107,S001,2024-07-04,93.81,119.03,100.0,0
G0001488,A00108,S001,2024-07-04,117.67,119.03,100.0,0
G0001489,A00101,S001,2024-07-05,286.64,342.0,83.33,4
G0001490,A00102,S001,2024-07-05,342.77,342.0,100.0,0
G0001491,A00103,S001,2024-07-05,314.98,342.0,100.0,0
G0001492,A00104,S001,2024-07-05,275.08,342.0,100.0,0
G0001493,A00105,S001,2024-07-05,343.26,342.0,100.0,0
G0001494,A00106,S001,2024-07-05,342.8,342.0,100.0,0
G0001495,A00107,S001,2024-07-05,341.67,342.0,100.0,0
G0001496,A00108,S001,2024-07-05,340.75,342.0,100.0,0
G0001497,A00101,S001,2024-07-06,78.17,77.17,100.0,0
G0001498,A00102,S001,2024-07-06,51.65,77.17,100.0,0
G0001499,A00103,S001,2024-07-06,71.29,77.17,91.67,2
G0001500,A00104,S001,2024-07-06,75.43,77.17,100.0,0
G0001501,A00105,S001,2024-07-06,78.22,77.17,100.0,0
G0001502,A00106,S001,2024-07-06,78.34,77.17,100.0,0
G0001503,A00107,S001,2024-07-06,60.8,77.17,100.0,0
G0001504,A00108,S001,2024-07-06,76.52,77.17,100.0,0
G0001505,A00101,S001,2024-07-07,135.09,133.19,100.0,0
G0001506,A00102,S001,2024-07-07,134.67,133.19,100.0,0
G0001507,A00103,S001,2024-07-07,104.65,133.19,100.0,0
G0001508,A00104,S001,2024-07-07,107.56,133.19,100.0,0
G0001509,A00105,S001,2024-07-07,134.67,133.19,100.0,0
G0001510,A00106,S001,2024-07-07,133.74,133.19,100.0,0
G0001511,A00107,S001,2024-07-07,134.68,133.19,100.0,0
G0001512,A00108,S001,2024-07-07,132.12,133.19,100.0,0
G0001513,A00101,S001,2024-07-08,154.68,168.05,91.67,2
G0001514,A00102,S001,2024-07-08,168.48,168.05,100.0,0
G0001515,A00103,S001,2024-07-08,149.3,168.05,95.83,1
G0001516,A00104,S001,2024-07-08,166.4,168.05,100.0,0
G0001517,A00105,S001,2024-07-08,54.48,168.05,50.0,12
G0001518,A00106,S001,2024-07-08,140.21,168.05,83.33,4
G0001519,A00107,S001,2024-07-08,135.24,168.05,100.0,0
G0001520,A00108,S001,2024-07-08,113.75,168.05,66.67,8
G0001521,A00101,S001,2024-07-09,102.5,122.21,83.33,4
G0001522,A00102,S001,2024-07-09,123.39,122.21,100.0,0
G0001523,A00103,S001,2024-07-09,123.9,122.21,100.0,0
G0001524,A00104,S001,2024-07-09,113.4,122.21,100.0,0
G0001525,A00105,S001,2024-07-09,124.07,122.21,100.0,0
G0001526,A00106,S001,2024-07-09,121.37,122.21,100.0,0
G0001527,A00107,S001,2024-07-09,120.96,122.21,100.0,0
G0001528,A00108,S001,2024-07-09,121.46,122.21,100.0,0
G0001529,A00101,S001,2024-07-10,174.26,173.18,100.0,0
G0001530,A00102,S001,2024-07-10,159.4,173.18,91.67,2
G0001531,A00103,S001,2024-07-10,174.59,173.18,100.0,0
G0001532,A00104,S001,2024-07-10,172.05,173.18,100.0,0
G0001533,A00105,S001,2024-07-10,174.16,173.18,100.0,0
G0001534,A00106,S001,2024-07-10,172.46,173.18,100.0,0
G0001535,A00107,S001,2024-07-10,174.57,173.18,100.0,0
G0001536,A00108,S001,2024-07-10,172.34,173.18,100.0,0
G0001537,A00101,S001,2024-07-11,272.5,342.0,100.0,0
G0001538,A00102,S001,2024-07-11,314.93,342.0,91.67,2
G0001539,A00103,S001,2024-07-11,343.65,342.0,100.0,0
G0001540,A00104,S001,2024-07-11,341.69,342.0,100.0,0
G0001541,A00105,S001,2024-07-11,340.29,342.0,100.0,0
G0001542,A00106,S001,2024-07-11,274.4,342.0,100.0,0
G0001543,A00107,S001,2024-07-11,343.17,342.0,100.0,0
G0001544,A00108,S001,2024-07-11,272.82,342.0,100.0,0
G0001545,A00101,S001,2024-07-12,92.15,93.37,100.0,0
G0001546,A00102,S001,2024-07-12,84.3,93.37,100.0,0
G0001547,A00103,S001,2024-07-12,95.3,93.37,100.0,0
G0001548,A00104,S001,2024-07-12,92.79,93.37,100.0,0
G0001549,A00105,S001,2024-07-12,85.65,93.37,91.67,2
G0001550,A00106,S001,2024-07-12,94.26,93.37,100.0,0
G0001551,A00107,S001,2024-07-12,92.58,93.37,100.0,0
G0001552,A00108,S001,2024-07-12,94.47,93.37,100.0,0
G0001553,A00101,S001,2024-07-13,159.08,159.3,100.0,0
G0001554,A00102,S001,2024-07-13,157.39,159.3,100.0,0
G0001555,A00103,S001,2024-07-13,160.28,159.3,100.0,0
G0001556,A00104,S001,2024-07-13,159.88,159.3,100.0,0
G0001557,A00105,S001,2024-07-13,157.56,159.3,100.0,0
G0001558,A00106,S001,2024-07-13,160.55,159.3,100.0,0
G0001559,A00107,S001,2024-07-13,160.55,159.3,100.0,0
G0001560,A00108,S001,2024-07-13,160.16,159.3,100.0,0
G0001561,A00101,S001,2024-07-14,327.8,329.08,100.0,0
G0001562,A00102,S001,2024-07-14,327.6,329.08,100.0,0
G0001563,A00103,S001,2024-07-14,330.49,329.08,100.0,0
G0001564,A00104,S001,2024-07-14,273.69,329.08,83.33,4
G0001565,A00105,S001,2024-07-14,261.27,329.08,100.0,0
G0001566,A00106,S001,2024-07-14,302.79,329.08,91.67,2
G0001567,A00107,S001,2024-07-14,329.86,329.08,100.0,0
G0001568,A00108,S001,2024-07-14,219.54,329.08,66.67,8
G0001569,A00101,S001,2024-07-15,316.47,342.0,100.0,0
G0001570,A00102,S001,2024-07-15,340.51,342.0,100.0,0
G0001571,A00103,S001,2024-07-15,341.53,342.0,100.0,0
G0001572,A00104,S001,2024-07-15,341.02,342.0,100.0,0
G0001573,A00105,S001,2024-07-15,340.28,342.0,100.0,0
G0001574,A00106,S001,2024-07-15,169.77,342.0,50.0,12
G0001575,A00107,S001,2024-07-15,315.06,342.0,100.0,0
G0001576,A00108,S001,2024-07-15,222.03,342.0,100.0,0
G0001577,A00101,S001,2024-07-16,148.83,148.27,100.0,0
G0001578,A00102,S001,2024-07-16,149.74,148.27,100.0,0
G0001579,A00103,S001,2024-07-16,150.14,148.27,100.0,0
G0001580,A00104,S001,2024-07-16,117.32,148.27,100.0,0
G0001581,A00105,S001,2024-07-16,136.36,148.27,100.0,0
G0001582,A00106,S001,2024-07-16,136.61,148.27,100.0,0
G0001583,A00107,S001,2024-07-16,143.87,148.27,95.83,1
G0001584,A00108,S001,2024-07-16,150.14,148.27,100.0,0
G0001585,A00101,S001,2024-07-17,48.54,49.92,100.0,0
G0001586,A00102,S001,2024-07-17,48.13,49.92,100.0,0
G0001587,A00103,S001,2024-07-17,40.59,49.92,83.33,4
G0001588,A00104,S001,2024-07-17,51.86,49.92,100.0,0
G0001589,A00105,S001,2024-07-17,49.63,49.92,100.0,0
G0001590,A00106,S001,2024-07-17,47.06,49.92,95.83,1
G0001591,A00107,S001,2024-07-17,45.01,49.92,91.67,2
G0001592,A00108,S001,2024-07-17,51.7,49.92,100.0,0
G0001593,A00101,S001,2024-07-18,261.9,342.0,95.83,1
G0001594,A00102,S001,2024-07-18,342.06,342.0,100.0,0
G0001595,A00103,S001,2024-07-18,327.37,342.0,95.83,1
G0001596,A00104,S001,2024-07-18,314.36,342.0,91.67,2
G0001597,A00105,S001,2024-07-18,342.96,342.0,100.0,0
G0001598,A00106,S001,2024-07-18,314.75,342.0,100.0,0
G0001599,A00107,S001,2024-07-18,274.3,342.0,100.0,0
G0001600,A00108,S001,2024-07-18,340.3,342.0,100.0,0
G0001601,A00101,S001,2024-07-19,19.66,18.0,100.0,0
G0001602,A00102,S001,2024-07-19,16.47,18.0,100.0,0
G0001603,A00103,S001,2024-07-19,18.95,18.0,100.0,0
G0001604,A00104,S001,2024-07-19,19.73,18.0,100.0,0
G0001605,A00105,S001,2024-07-19,17.85,18.0,100.0,0
G0001606,A00106,S001,2024-07-19,18.46,18.0,100.0,0
G0001607,A00107,S001,2024-07-19,19.56,18.0,100.0,0
G0001608,A00108,S001,2024-07-19,17.97,18.0,100.0,0
G0001609,A00101,S001,2024-07-20,123.57,124.66,100.0,0
G0001610,A00102,S001,2024-07-20,123.39,124.66,100.0,0
G0001611,A00103,S001,2024-07-20,126.02,124.66,100.0,0
G0001612,A00104,S001,2024-07-20,124.1,124.66,100.0,0
G0001613,A00105,S001,2024-07-20,122.82,124.66,100.0,0
G0001614,A00106,S001,2024-07-20,113.33,124.66,100.0,0
G0001615,A00107,S001,2024-07-20,123.72,124.66,100.0,0
G0001616,A00108,S001,2024-07-20,125.52,124.66,100.0,0
G0001617,A00101,S001,2024-07-21,199.44,201.0,100.0,0
G0001618,A00102,S001,2024-07-21,201.0,201.0,100.0,0
G0001619,A00103,S001,2024-07-21,200.37,201.0,100.0,0
G0001620,A00104,S001,2024-07-21,200.16,201.0,100.0,0
G0001621,A00105,S001,2024-07-21,199.61,201.0,100.0,0
G0001622,A00106,S001,2024-07-21,202.45,201.0,100.0,0
G0001623,A00107,S001,2024-07-21,183.71,201.0,100.0,0
G0001624,A00108,S001,2024-07-21,201.01,201.0,100.0,0
G0001625,A00101,S001,2024-07-22,343.96,342.0,100.0,0
G0001626,A00102,S001,2024-07-22,340.36,342.0,100.0,0
G0001627,A00103,S001,2024-07-22,342.53,342.0,100.0,0
G0001628,A00104,S001,2024-07-22,342.04,342.0,100.0,0
G0001629,A00105,S001,2024-07-22,341.12,342.0,100.0,0
G0001630,A00106,S001,2024-07-22,340.19,342.0,100.0,0
G0001631,A00107,S001,2024-07-22,340.85,342.0,100.0,0
G0001632,A00108,S001,2024-07-22,326.49,342.0,95.83,1
G0001633,A00101,S001,2024-07-23,115.46,126.23,100.0,0
G0001634,A00102,S001,2024-07-23,126.35,126.23,100.0,0
G0001635,A00103,S001,2024-07-23,125.77,126.23,100.0,0
G0001636,A00104,S001,2024-07-23,124.71,126.23,100.0,0
G0001637,A00105,S001,2024-07-23,114.47,126.23,91.67,2
G0001638,A00106,S001,2024-07-23,115.9,126.23,91.67,2
G0001639,A00107,S001,2024-07-23,80.86,126.23,100.0,0
G0001640,A00108,S001,2024-07-23,126.43,126.23,100.0,0
G0001641,A00101,S001,2024-07-24,328.62,342.0,95.83,1
G0001642,A00102,S001,2024-07-24,343.73,342.0,100.0,0
G0001643,A00103,S001,2024-07-24,342.79,342.0,100.0,0
G0001644,A00104,S001,2024-07-24,343.18,342.0,100.0,0
G0001645,A00105,S001,2024-07-24,342.74,342.0,100.0,0
G0001646,A00106,S001,2024-07-24,286.0,342.0,83.33,4
